ohyama,0.389,1.75,1.361,スタートしました
ohyama,19.631,20.778,1.147,独創性が大事だからね
ohyama,81.205,82.457,1.252,めちゃくちゃでかい すね
ohyama,118.719,119.73,1.011,中種子
ohyama,126.07,127.748,1.678,また筋トレに使うって話
ohyama,198.095,199.669,1.574,水道
ohyama,244.562,247.155,2.593,イコは怖くない それは
ohyama,285.675,286.98,1.305,水 貯められるし
ohyama,349.106,350.74,1.634,物理的ではない
sugiyama,2.35,3.427,1.077,鍋の
sugiyama,6.519,7.731,1.212,ヘルメットヘルメット
sugiyama,12.702,14.412,1.71,ヘルメット
sugiyama,25.966,27.409,1.443,何かなあ
sugiyama,34.873,36.759,1.886,はがき ね
sugiyama,50.826,54.315,3.489,そういう経緯 もあった気もするけどな なんか
sugiyama,55.771,58.238,2.467,俺だったからボールみたいなやつで
sugiyama,66.947,68.678,1.731,なぜでしょう
sugiyama,80.146,81.615,1.469,鍋を作れると
sugiyama,94.403,95.65,1.247,やめてますね
sugiyama,97.587,98.593,1.006,黙ってただけだ
sugiyama,107.166,109.095,1.929,廊下で立ってなさいの時に持たせるよ
sugiyama,115.956,118.943,2.987,拷問の道具として鍋近いやつ
sugiyama,127.981,130.45,2.469,筋トレってことだなんて
sugiyama,138.376,140.976,2.6,寄り切り CQC 筋トレができるっていう
sugiyama,145.893,151.409,5.516,まあそう の鍋の材質によってはまあなんか 瓦割り みたいなできるかな
sugiyama,154.79,157.61,2.82,どなべ
sugiyama,158.945,160.301,1.356,新しい競技として
sugiyama,206.353,211.091,4.738,そこで 無視無視買うと金とかカブトムシの部屋にするとね
sugiyama,231.941,233.48,1.539,めざまし 水ってこと
sugiyama,271.106,272.651,1.545,揚げ焼きってこと
sugiyama,282.013,284.15,2.137,花瓶 花瓶として使う
sugiyama,313.301,314.949,1.648,いたりなかったりする
sugiyama,319.487,320.726,1.239,鍋ですよ
sugiyama,354.869,355.801,0.932,文字
sugiyama,356.76,357.92,1.16,もじだったら
sugiyama,371.907,376.333,4.426,真鍋のジェイ 難しいから 統一 しちゃえばいいかもね
sugiyama,380.27,383.5,3.23,これに統一
sugiyama,393.766,394.892,1.126,鍋
sugiyama,412.789,414.754,1.965,鍋先に鍋炊きに
sugiyama,416.693,420.917,4.224,ご飯入れてかないといけないのか
sugiyama,435.09,436.605,1.515,お茶 沸かす
suzuki,2.469,4.083,1.614,はい 押しました
suzuki,12.976,15.188,2.212,フェルトで良さそう
suzuki,25.37,26.959,1.589,ヘルメット
suzuki,28.45,33.59,5.14,オタワ と一緒に
suzuki,40.3,41.418,1.118,ガキが
suzuki,59.17,61.095,1.925,明和電機 辺りが やってそう
suzuki,70.349,72.073,1.724,鍋
suzuki,82.491,83.22,0.729,あーそうですね
suzuki,101.35,102.623,1.273,ファントム
suzuki,111.058,112.759,1.701,美園 ペットボトルの代わりにね
suzuki,118.643,124.226,5.583,バケツ より重 心が中心がずれてるから腕が鍛えられるって話
suzuki,132.14,135.719,3.579,傾けたら溢れるしな
suzuki,152.021,154.04,2.019,瓦割り
suzuki,164.737,167.11,2.373,破られるために作られた花火
suzuki,196.19,198.675,2.485,鍋
suzuki,203.363,204.918,1.555,難しいなあ
suzuki,229.692,231.276,1.584,目覚まし
suzuki,239.01,241.909,2.899,地下になると
suzuki,246.795,247.51,0.715,それもありますね
suzuki,250.436,251.671,1.235,落としてありました
suzuki,269.461,271.16,1.699,来週 持って
suzuki,299.44,302.368,2.928,重ねができて
sei,4.65,5.58,0.93,なべ
sei,36.18,36.98,0.8,はがき
sei,61.744,63.182,1.438,確かに
sei,64.76,65.35,0.59,なべで
sei,86.02,86.84,0.82,そう
sei,93.95,95.091,1.141,世間 大丈夫
sei,110.129,112.648,2.519,まあ 相場はバケツだな
sei,118.707,119.959,1.252,なるほどね
sei,140.692,141.76,1.068,厳しい
sei,152.146,153.091,0.945,土鍋的な
sei,163.992,170.51,6.518,ある程度 鍋として使っ
sei,195.98,196.92,0.94,むずいな
sei,205.289,207.198,1.909,もちろん みんな
sei,212.842,213.861,1.019,みんな 一応 持ってるよね
sei,215.53,216.5,0.97,どの家庭にもある
sei,238.66,239.59,0.93,なるほど
sei,265.693,268.178,2.485,磯 フライパン として使う
sei,289.438,293.621,4.183,お水をためるタイプは何か 全部 代用できる
sei,303.75,305.61,1.86,すずけんがファントム
sei,333.603,334.903,1.3,なべ音
sei,336.951,340.634,3.683,とんちだけどさ なべ っていう感じで考えると
sei,342.212,345.8,3.588,世の中の 渡部さんの 何だよこれ
sei,361.31,362.66,1.35,独創性
sei,378.45,379.429,0.979,みんな かける
sei,409.225,410.34,1.115,煮詰まってきたね
tanokashira,0.0,1.0,1.0,はーい
tanokashira,6.415,9.051,2.636,田辺の新しい使い方を考えるか
tanokashira,33.2,33.998,0.798,ドラミちゃん
tanokashira,47.891,51.743,3.852,かっこいい あの なんかいっぱいなら ドラム じゃないけど
tanokashira,75.017,80.085,5.068,この季節だと鍋は3にもできるね大きければね
tanokashira,83.107,84.21,1.103,人が乗れるね
tanokashira,87.73,88.67,0.94,ね
tanokashira,91.004,94.535,3.531,スズケンがファントムになってない 大丈夫 俺だけ
tanokashira,156.957,159.051,2.094,土鍋 確かに
tanokashira,198.201,199.487,1.286,私ですね
tanokashira,214.548,215.787,1.239,確かに
tanokashira,236.664,237.95,1.286,オフ
tanokashira,249.092,250.506,1.414,めざまし8
tanokashira,284.805,287.316,2.511,秋口広めのね
tanokashira,307.687,308.548,0.861,北ます
tanokashira,313.351,314.417,1.066,ファントムになって
tanokashira,324.102,325.398,1.296,なんだろうなあ
tanokashira,354.688,356.536,1.848,新しいの使い方
tanokashira,363.167,364.552,1.385,レクサス LS で
nishikawa,22.823,23.975,1.152,カレー鍋もあるかな
nishikawa,38.343,39.707,1.364,いいかも
nishikawa,44.077,47.274,3.197,鍋の大きさによって音の変わりそう
nishikawa,56.269,57.263,0.994,ボール だったからボール
nishikawa,59.952,60.875,0.923,正しくない
nishikawa,111.763,113.562,1.799,アームズのペコ
nishikawa,177.535,178.943,1.408,何ですか
nishikawa,228.027,229.53,1.503,目覚ましが一番いい
nishikawa,243.236,246.139,2.903,なんか怖い怖い
nishikawa,248.72,249.311,0.591,快適な使い方
nishikawa,298.457,300.078,1.621,お茶 血糖値
nishikawa,306.042,307.321,1.279,ご飯食べな
nishikawa,310.634,311.941,1.307,成績 的に
nishikawa,317.381,318.391,1.01,ナイナイ
nishikawa,351.891,353.681,1.79,キャッチ
nishikawa,366.61,368.821,2.211,ものじゃないのか
nishikawa,383.448,384.85,1.402,HIKAKIN
nishikawa,423.437,425.864,2.427,何も使わんからな
