Start,End,Condition,Num,Text
17.743499999999997,18.89560000002384,0,5,はい,ichikawa
25.4535,27.849299999952315,0,5,レンガの新しい使い方,ichikawa
51.257,52.197699999928474,0,5,TENGA,ichikawa
54.013,57.912899999976155,0,5,家の壁と勝手ですよね っていうか,ichikawa
95.533,96.69519999992848,0,5,なんだろう,ichikawa
112.13519999992847,115.50869999992848,0,5,後はあのトレーニングに使う,ichikawa
117.73089999997616,119.54569999992849,0,5,持ち上げるとか,ichikawa
125.04079999995233,125.99389999997616,0,5,射手座,ichikawa
131.11910000002382,132.3885,0,5,後は,ichikawa
146.78969999992847,155.03960000002382,0,5,確かに でも なんかレンガで聞いたらあの直方体 っていうイメージな気がするな,ichikawa
171.77610000002383,173.39810000002385,0,5,なんでだ,ichikawa
180.38710000002382,183.55389999997615,0,5,なんかさ めっちゃさ家の外とかに置いてある,ichikawa
185.49589999997616,189.31210000002383,0,5,壺みたいなカビみたいな形は結構 レンガっぽい材質,ichikawa
190.84939999997616,193.71560000002384,0,5,カールでもわかんない あれがレンガなのか,ichikawa
220.77539999997614,221.89660000002382,0,5,なんだろう,ichikawa
224.50619999992847,230.27219999992846,0,5,あれ 資格を活かして 超重たい サイコロ 適用と,ichikawa
