Start,End,Condition,Num,Text
14.225199999809266,15.95289999985695,0,2,はい,ishibashi
17.645799999952317,19.09009999990463,0,2,そうですね,ishibashi
39.20209999990463,41.41119999980927,0,2,重さを生かしてね,ishibashi
58.554399999856955,59.88669999980927,0,2,そうだね,ishibashi
68.512,69.41059999990463,0,2,まあ,ishibashi
78.38539999985696,82.18439999985695,0,2,まあ 使用用途としてはパソ ダイエット かなんか,ishibashi
83.72589999985695,92.29529999995232,0,2,呈するゲーのものに使われるんで逆に何かこう アクティブなものとかに使うと 今までにない新しい使い方になるんじゃないかな って,ishibashi
102.43319999980928,103.12029999995232,0,2,投げるとか,ishibashi
105.947,107.65329999995232,0,2,レンガ 投げ選手権 みたいな,ishibashi
114.48400000000001,114.98789999985695,0,2,トレーディング,ishibashi
116.50689999985696,118.24279999995233,0,2,確かに良さそう,ishibashi
127.12279999995232,129.3817999999523,0,2,安く買えそうだね,ishibashi
163.73669999980928,168.04939999985694,0,2,まあいいんじゃない それなんか 逆になんで花瓶,ishibashi
207.16409999990464,208.7655,0,2,初手で出てましたね,ishibashi
276.7395,278.3595,0,2,川の,ishibashi
284.4805,287.9027999999523,0,2,あとは レンガを使ったなか 冷蔵庫みたいな,ishibashi
291.6615,293.62719999980925,0,2,仲佐,ishibashi
295.5477999999523,305.6125,0,2,ピザの石窯焼きとかも 誰なんだ レンガからそうなその逆 としてなくする 冷蔵庫できなので 来んじゃないかな って,ishibashi
310.80959999990466,313.1765,0,2,クーラーバッグ,ishibashi
314.9835,316.6065,0,2,めっちゃ重そうだけどね,ishibashi
318.1872999999523,319.7155,0,2,落としても大丈夫って言う,ishibashi
342.41879999995234,343.66179999995234,0,2,あれが凄そうだね,ishibashi
359.4175,361.86329999995235,0,2,スリルがあってね 面白いからね,ishibashi
381.50029999995235,396.9771999998093,0,2,まあ 後は中今は中どうしても 具体例が全部あの直方体のあの長い棒みたいなイメージしてるけどそれが加工できると仮定したら 歌えば レンガの駒を作るとか,ishibashi
398.5742999999523,400.77409999990465,0,2,何か新しくできんのかなって,ishibashi
405.30989999985695,411.06439999985696,0,2,あるかもしれないね 船が固い からぶつかってもなんか大丈夫みたいな,ishibashi
428.0495,433.3985,0,2,あーそうそうそう 材質 材質 自体が なんか メリットがあって,ishibashi
434.712899999857,441.0352999999523,0,2,いい感じに形を加工すれば既存のやつよりは優れたいいもんなんじゃないかな みたいな,ishibashi
