Start,End,Condition,Num,Text
15.00489999999106,16.46989999999106,0,0,新しい 使い方
29.154099999994042,29.824,0,0,TENGA
36.404699999988075,38.0995,0,0,ベンチの代わりにはなりそうですね
40.6695,42.17519999998808,0,0,重さを生かして
96.20789999999106,99.04239999999105,0,0,アクティブなものって具体的に何ですかね
101.87029999999702,105.61559999999403,0,0,一番遠くに投げた人が勝ち 選手権をできますね
132.32150000000001,137.26399999999998,0,0,10形の直方体の形 限定 なんですかね
158.07219999998807,158.94009999999403,0,0,花瓶
237.01629999999702,241.53179999999702,0,0,綾部 距離も結局投げるとか転がすけど あっ そうだよね
246.1675,249.381,0,0,黒かつ亭とか投げる 歌 飛ばす 回鍋肉とか
256.81679999999704,258.4916999999881,0,0,あーあー
268.1815,269.3475999999941,0,0,まりんか
273.276799999997,274.51579999999706,0,0,あーなるほどね
314.5855,316.300799999997,0,0,むちゃくちゃ重い
335.2858999999911,337.0396999999881,0,0,あー確かに
358.03829999999704,360.2483999999911,0,0,面白さは増しますね
413.2201999999881,416.2350999999941,0,0,松森なか カレー
418.22609999999406,421.6663999999911,0,0,今なら直方体の形に着目するんじゃなくて
422.7495,429.7678999999911,0,0,材質的な側面で何かメリットがあるんじゃないか っていうことやね
445.17350000000005,446.5006999999881,0,0,って何がいいんですかね
447.86659999999404,449.6661999999881,0,0,あかりは終了
