Start,End,Condition,Num,Text
11.162,12.532,1,5,下開けて,tamura
32.32340000000596,33.160100000023846,1,5,一個一個,tamura
49.729600000023844,50.69230000001192,1,5,いい靴下,tamura
55.58010000002384,57.92090000000596,1,5,まあ そうですね,tamura
69.00810000002384,70.38170000001789,1,5,何か 細長い,tamura
71.76050000000001,72.8715,1,5,筆箱 みたいなもん,tamura
74.52370000001788,81.01450000000001,1,5,とかそういうものとか細長い物を入れるケース筆箱の代わりになるかもしれない,tamura
86.99160000002385,88.21650000000001,1,5,ひっくり返さ以外で,tamura
98.66300000000001,101.53410000002384,1,5,そんな買い物 馬鹿野郎,tamura
140.48250000000002,142.30680000001192,1,5,虫刺され こと さっき,tamura
143.85510000002384,145.6745,1,5,今この時に出てたバンジージャンプ,tamura
146.44560000002386,148.22330000001193,1,5,また再利用しますか,tamura
151.6425,154.08130000001194,1,5,OK 全てが好き,tamura
159.67660000002385,160.9725,1,5,キャバクラ 内装 そうそう,tamura
162.4215,166.65320000001788,1,5,もしかしたらもしかしたら解けるかもしれないけどまあ,tamura
167.7485,169.34260000002385,1,5,それが過ぎるよ,tamura
204.76640000000597,205.622,1,5,てるから,tamura
244.3745,245.60580000001193,1,5,オビドレルになる,tamura
255.29990000000598,256.727,1,5,歩くだけ 掃除になる,tamura
262.529,263.49290000000593,1,5,これに関しては何か,tamura
291.97210000002383,293.9065,1,5,骨折した時とかかな,tamura
314.08299999999997,315.3692000000179,1,5,筋トレ 靴下,tamura
337.6652000000179,339.07060000002383,1,5,そういう時期はありそうです,tamura
355.8829000000059,358.3066000000238,1,5,中の重さ 自由に設定したい,tamura
359.77599999999995,361.53820000001787,1,5,虚偽性ができるかもしれん,tamura
362.8333000000119,364.8188000000119,1,5,集めるだけ フリマ 礼拝会うかもしれない,tamura
436.46220000001784,437.86070000001786,1,5,俺たちか,tamura
444.82320000001783,447.29299999999995,1,5,細長い形にいい感じにやりたい場合とか,tamura
450.16860000002384,451.81020000001786,1,5,会話を終了してください はい,tamura
