"Start","End","Condition","Num","Text"
"0","0.27659999996423723","0","3","バカとテスト"
"24.626","26.530099999964236","0","3","お金入れて 貯金 袋にして"
"35.54439999997616","37.22109999996424","0","3","家からお金にする"
"48.26680000001192","50.63030000001192","0","3","頭から靴下 かぶる"
"55.50559999996424","58.0095","0","3","手袋の代わりにする"
"72.89139999997616","74.87109999996424","0","3","使えない しっかりかな"
"82.55069999998808","86.11719999998807","0","3","掃除道具としても あるんですか"
"87.85980000001192","90.4485","0","3","背景 汚い床を拭き ふき"
"104.598","105.5415","0","3","あと何かね"
"116.44630000001192","118.40839999997615","0","3","サドルカバーになりそうじゃない"
"122.86359999996424","123.91030000001192","0","3","サイズ的にちょっと"
"135.46119999998808","137.89019999998808","0","3","FM 成田"
"145.70319999998807","148.14630000001193","0","3","輪切りにしてもゴムにして"
"180.65289999997617","183.17059999996422","0","3","綺麗にピカピカのやつ 作るやつ"
"190.14919999998807","191.83589999997616","0","3","バンコク"
"197.991","202.44880000001191","0","3","泥団子を保管する 持ち運ぶ時に傷がつかないように"
"225.079","228.20880000001193","0","3","あれもあれかな ペットボトルカバー 2までね"
"240.72919999998808","247.752","0","3","でも一緒に待って あったかいやつに靴下履かせて それを外して履けばあったかいから喋る"
"249.97789999997616","251.19189999997616","0","3","火曜日"
"319.40759999996425","320.0401999999881","0","3","9"
"349.5965","356.11569999998807","0","3","大分 靴下を 穴 拡大させて腕に通してあったかい みたいな"
"362.66530000001194","363.82969999998807","0","3","明るくていいよ"
"366.4221999999881","368.02389999997615","0","3","空いた穴を生かし"
"375.9835","377.6043000000119","0","3","スナイパー 裸"
"414.20380000001194","416.29409999996426","0","3","既存製品"
"424.2385","427.3398999999762","0","3","まあ 祖先的にはそういうこと"
"432.92","434.3425","0","3","朝一から 萌ちゃんに話したら"
"443.8716999999881","445.72289999997616","0","3","F 2 マート バラマキ ができるって"
"449.4325","450.2578000000119","0","3","インド 首都"
