"Start","End","Condition","Num","Text"
"18.78259999999404","19.93539999999106","1","3","カレー鍋もあるかな"
"34.303","35.66659999999404","1","3","いいかも"
"40.03679999999702","43.2335","1","3","鍋の大きさによって音の変わりそう"
"52.22859999999404","53.22289999999106","1","3","ボール だったからボール"
"55.91169999998808","56.83509999999404","1","3","正しくない"
"71.821","73.5525","1","3","この季節だと"
"103.58779999999702","106.16629999999702","1","3","廊下に立ってなさいの時に持たせるやつ"
"107.723","109.5215","1","3","アームズのペコ"
"112.70009999999404","117.6445","1","3","拷問の道具とチゲ鍋の鍋料理"
"122.809","124.6845","1","3","筋トレに使う"
"126.0135","127.93109999999405","1","3","水入れて"
"130.70919999998807","133.15939999999105","1","3","傾けたら溢れるした"
"134.97639999999106","137.1651999999881","1","3","家より厳しい 厳しい筋トレができる"
"142.61909999999403","145.69639999999106","1","3","まあそう思う 鍋の材質によって"
"173.49519999998807","174.9025","1","3","何ですか"
"200.50379999999703","202.14569999998807","1","3","難しいなあ"
"205.96069999998807","207.353","1","3","怒ると無視する"
"213.06539999999106","213.9655","1","3","家庭にもある"
"223.9871999999881","225.49","1","3","目覚ましが一番いい"
"232.99109999999405","234.154","1","3","検索"
"235.933799999997","237.13729999999703","1","3","鹿になると"
"239.1955","242.09889999999106","1","3","なんか怖い怖い"
"244.68","245.27139999999105","1","3","快適な使い方"
"262.77389999999104","263.84169999998807","1","3","フライパン として"
"278.90159999999406","280.277299999997","1","3","花瓶として使う"
"294.417","296.03789999999105","1","3","お茶 血糖値"
"302.002099999994","303.28139999999104","1","3","ご飯食べな"
"306.59419999998806","307.9006999999881","1","3","成績 的に"
"310.543","311.36529999999703","1","3","足りなかったりする"
"313.34079999999705","314.35119999998807","1","3","ナイナイ"
"336.08389999999105","338.45339999999106","1","3","なぜ考える"
"339.87729999999704","341.60009999999403","1","3","夜中の渡辺さん"
"347.850599999994","349.64129999999705","1","3","キャッチ"
"351.060299999997","352.6235","1","3","新しいやつ買った"
"362.57019999998806","364.781","1","3","ものじゃないのか"
"368.3046999999881","371.46539999999106","1","3","真鍋のジェームスから"
"375.0975","376.410599999994","1","3","車"
"379.40789999999106","380.81039999999103","1","3","HIKAKIN"
"389.8898999999911","391.32179999999704","1","3","鍋"
"419.3966999999881","421.82439999999104","1","3","何も使わんからな"
"431.595599999994","432.9043999999911","1","3","お茶 沸かす"
