"Start","End","Condition","Num","Text"
"0.5255999999940395","2.8524000000059604","0","4","アイ スタート"
"12.529599999994039","16.11259999999404","0","4","まず寝ますね 時期的にもね"
"18.27729999999702","19.542200000002982","0","4","新政 0"
"32.64290000000596","33.58309999999404","0","4","7"
"35.10209999999404","37.88570000000298","0","4","きってことね ああ私"
"43.81029999999702","44.61570000000298","0","4","マホト 音"
"50.75520000000298","51.96990000000596","0","4","かぶりもの"
"55.41570000000298","56.98329999999702","0","4","だから 靴下 かぶれ"
"65.57259999999404","67.96620000000298","0","4","掃除の年末大掃除のテクニックの一つ"
"90.88129999999703","92.59640000000596","0","4","掃除"
"95.5685","97.56029999999701","0","4","母ありましたね"
"118.57759999999404","120.70170000000299","0","4","靴下 ね"
"128.61220000000299","130.42679999999703","0","4","差し筋"
"132.08540000000596","136.107799999997","0","4","やっぱバラバラにしてそのままの形を活かすんじゃなくて"
"137.53970000000297","139.54009999999403","0","4","自分で考えましょう やっぱ"
"144.124","145.8195","0","4","ジグソーパズル やっぱり"
"153.03859999999403","153.61509999999404","0","4","あー"
"164.14040000000597","165.84090000000597","0","4","輪ゴム カー"
"197.23340000000596","198.106","0","4","海"
"201.091700000003","203.423200000003","0","4","あーでも私"
"210.27740000000597","212.83709999999405","0","4","ちょうどちょうどちょうど 振り回せますもんね"
"218.7715","221.37629999999703","0","4","ぐちょぐちょ"
"218.7715","238.885","0","4","吐いたやつをね"
"240.97540000000595","243.5265","0","4","私は一度使用済みよね"
"303.143299999997","305.601400000006","0","4","靴下 ね"
"317.6415","318.82140000000595","0","4","バラ"
"336.59609999999407","338.99909999999403","0","4","靴下履くものを"
"366.215299999997","367.358900000006","0","4","あったかいですね"
"421.023","422.545099999994","0","4","新規性が"
"441.0325","442.29990000000595","0","4","おもらし"
"451.996200000003","453.193200000003","0","4","処女らしい"
