Start,End,Condition,Num,Text
272.909,274.4208000000007,0,2,スタートします
0.7488000000007452,2.40239999999851,0,2,スタートしました
5.568800000000745,8.52960000000149,0,2,長くつ下の新しい使い方を考えます
13.49010000000149,15.11860000000149,0,2,します 考え
18.659,25.61939999999851,0,2,パパの靴下の中にさなんか ストッキング じゃないけどさ レンガ集めたらきっと殴れる見たら話 あるよね
62.91210000000149,63.962899999998506,0,2,確かにね
69.06869999999927,69.8611000000015,0,2,大活躍だね
71.55230000000076,75.8496000000015,0,2,あとはあれだね やっぱ 靴下の中でカブトムシを買えそうだね
79.34439999999852,80.4736000000015,0,2,カブトムシを買ってあげるといいよ
90.76380000000076,91.65389999999852,0,2,確かに
104.32919999999926,105.31039999999852,0,2,独創的でいいね
127.32489999999851,128.56069999999926,0,2,独創的だね
136.3256000000015,137.56680000000074,0,2,形を変えようか
181.78960000000149,182.83539999999851,0,2,なんか聞いたことある
189.43069999999926,190.394,0,2,そうなんや
197.25419999999926,199.45130000000074,0,2,あーなんかでね
207.79119999999926,210.97169999999926,0,2,日々 持ち歩く中でね 傷をつけないように
215.50619999999927,217.9245,0,2,シンクの音
219.11989999999852,220.44880000000074,0,2,確かに
223.18369999999925,225.1115,0,2,2で水はけ悪い
242.2546000000015,244.56830000000076,0,2,吐いたやつをそのまま
252.852,253.9076000000015,0,2,八雲
254.6686000000015,259.223,0,2,でもまた然りだね 履いてホカホカ な靴下は
267.05980000000073,269.5481000000015,0,2,ほかほかってやんなく表現だな
271.533,272.9013999999985,0,2,何か
274.64439999999854,275.7441000000015,0,2,あと何分
282.2041999999993,283.6863999999985,0,2,そうですね
286.3603999999985,287.3458999999985,0,2,ドライヤー
387.24539999999854,389.06269999999927,0,2,使えるそうですね
