Start,End,Condition,Num,Text
2.4690000000000003,4.082899999856949,1,4,はい 押しました
12.97589999985695,15.188200000047685,1,4,フェルトで良さそう
25.370299999952316,26.959200000047684,1,4,ヘルメット
29.871299999952317,30.925700000047684,1,4,オタワ と一緒に
40.29970000004768,41.417799999952315,1,4,ガキが
54.038999999999994,55.24789999985695,1,4,ははは
59.16959999990463,61.09520000004768,1,4,明和電機 辺りが やってそう
70.34879999995232,72.07270000004769,1,4,鍋
82.49089999985695,83.22029999995232,1,4,あーそうですね
101.35020000004769,102.62320000004769,1,4,ファントム
111.05829999995233,112.75939999985695,1,4,美園 ペットボトルの代わりにね
118.643,124.22579999995232,1,4,バケツ より重 心が中心がずれてるから腕が鍛えられるって話
133.7765,135.71859999990463,1,4,傾けたら溢れるしな
152.02089999985694,154.0397999999523,1,4,瓦割り
164.7372999999523,167.11039999985695,1,4,破られるために作られた花火
195.12870000004767,198.67459999990461,1,4,鍋
203.36329999995232,204.91770000004766,1,4,難しいなあ
229.6917999999523,231.2755999999046,1,4,目覚まし
239.0100999999046,241.9085,1,4,地下になると
246.79549999999998,247.51039999985693,1,4,それもありますね
250.4355,251.67149999999998,1,4,落としてありました
269.4605999999047,271.16,1,4,来週 持って
299.44029999995234,302.368,1,4,重ねができて
321.31989999985694,324.00979999995235,1,4,あとおかしいんでます もう信じられないな
321.31989999985694,344.6557999999523,1,4,主の主の
447.9772999999523,448.84109999990466,1,4,終わった っぽい
