Start,End,Condition,Num,Text
6.372,7.282199999988078,2,2,ルーキー,nishikawa
11.68180000001192,15.09980000001192,2,2,ちょっと独創性に欠けますかね 武器は,nishikawa
42.90189999997616,44.2725,2,2,学校,nishikawa
85.29489999997615,87.45710000002384,2,2,遊具として使うのは アリだな,nishikawa
89.78999999999999,92.67889999997615,2,2,後で改善が倒れた 本人が死ぬ,nishikawa
102.81480000001191,103.97689999997615,2,2,確かに,nishikawa
138.608,140.38230000001192,2,2,砕いて 2倍巻,nishikawa
145.6285,147.25760000002384,2,2,赤っぽい 庭が出来上がるよ,nishikawa
148.90010000002385,150.4795,2,2,赤土にする,nishikawa
154.12610000002385,155.72839999997618,2,2,おしゃれ おしゃれ感を出す,nishikawa
182.9735,184.94839999997617,2,2,爪切りするか,nishikawa
193.3125,194.36780000001193,2,2,色が一緒か,nishikawa
203.5756999999881,204.92839999997616,2,2,あー確かに,nishikawa
239.59160000002385,241.3136999999881,2,2,原中において 小物置きにする,nishikawa
270.9048999999761,272.8745,2,2,削り出し レンガ,nishikawa
321.2346000000238,323.31889999997617,2,2,レンガの表面削って絵を描く,nishikawa
335.1495,338.00039999997614,2,2,自然学校とかで木に,nishikawa
339.4048000000119,342.2533999999761,2,2,記念にするけどレンガにする,nishikawa
346.3546000000238,349.16610000002385,2,2,やっぱ思い出は重くないとダメかな って,nishikawa
370.21660000002385,372.32349999999997,2,2,嫌すぎる,nishikawa
375.3521000000238,376.69510000002384,2,2,那珂市,nishikawa
378.7333000000119,382.68539999997614,2,2,メッセージが返って建物の一部にするの 面白い,nishikawa
387.7251000000238,389.79089999997615,2,2,1階21階にするの,nishikawa
425.16999999999996,427.1508000000119,2,2,あなたは何々天下です,nishikawa
433.92039999997615,435.3766999999881,2,2,一蓮家 っていう単位にする,nishikawa
437.0638999999761,439.7463999999761,2,2,長さも重さも測れる,nishikawa
