Start,End,Condition,Num,Text
-1.0010999999642376,0.03269999998807904,2,3,レンガ レシピ
4.507900000035762,5.625400000035762,2,3,妻夫木
11.282699999988079,13.278199999988079,2,3,殴るぞ
19.129400000035762,19.9895,2,3,複写のベットのカバー
26.441900000035762,27.230100000023842,2,3,そっか
30.9085,32.1815,2,3,本 本
33.37760000002385,34.260000000000005,2,3,本が倒れないようにするやつ
35.253300000011926,36.37630000001192,2,3,フレンド
47.82080000001192,50.84769999998808,2,3,鍋と一緒に似てないか 栄養補給する
58.206400000035764,59.540199999988076,2,3,ミネラルとかありそう
65.26640000003576,66.19019999998808,2,3,行けそうかな
89.02380000001192,90.12160000002385,2,3,レンガで全開
95.82080000001193,97.20740000003576,2,3,危ないけど
101.934,104.56030000001192,2,3,ドミノ に勝利すれば安全だよね
106.94690000003577,108.7445,2,3,演歌でトミカする
109.903,111.03119999998808,2,3,瓦割り
112.58380000001192,114.34910000002384,2,3,止まれない
116.41869999998808,117.78990000003577,2,3,割れないかもしれない
143.505,145.288,2,3,インテリア
167.31530000001192,168.0366999999881,2,3,TENGA
191.10140000003577,191.90590000003576,2,3,未練が
193.5941999999881,195.30330000001192,2,3,色々花
206.54710000002385,210.1001999999881,2,3,塗装する塗装したらもっと 汎用性がある
217.70780000001193,218.94690000003575,2,3,地上絵 書く
231.92910000002385,232.76480000001192,2,3,レンガで
249.5076999999881,253.08180000001192,2,3,穴開けた結構 夢広がりそうだよね
257.05860000002383,260.6345,2,3,生きるとかしたらいいか 写真見たい
263.53530000001194,264.87319999998806,2,3,外出して
269.35910000002383,272.4196000000238,2,3,どこまで壊してんだろ
295.68010000002386,297.2315,2,3,アカシジア
302.879,304.41140000003577,2,3,黒板の代わりにする
307.95180000001193,309.70519999998805,2,3,壁板 隙間にする
313.49840000003576,314.77290000003575,2,3,話題として使う
321.20580000001195,321.797,2,3,エッソ
325.50519999998806,328.801,2,3,そうそうそれでそれで判断する判断する
362.6236000000238,370.9481000000238,2,3,田中メッセージ書いてそれをあの建物の内側に使ってなんか壊す時にしか見れないみたいな ちょっと
389.1113000000119,390.39969999998806,2,3,黄色
391.75290000003577,393.02080000001195,2,3,壊しちゃったんだって
405.5078000000119,406.79119999998807,2,3,京都 Twitter
425.0695,427.0615,2,3,1年か2年か3年か
430.623,431.87319999998806,2,3,体重も測れるんだよ
434.58860000002386,435.54780000001193,2,3,IH レンガ
437.6319000000358,439.0633000000119,2,3,日蓮 日蓮
447.451,448.602,2,3,終わっちゃった
