Start,End,Condition,Num,Text
-1.55,-0.4068999999761582,2,0,じゃあ スタート,sei
1.286399999976158,2.484,2,0,演歌,sei
30.221100000023842,31.34789999997616,2,0,新しい,sei
30.221100000023842,54.53229999995232,2,0,7,sei
82.30639999997616,84.35479999995232,2,0,思い切ってジェンガ しようぜ,sei
188.8362999999523,189.74139999997615,2,0,積みレンガ,sei
201.86749999999998,203.25489999997615,2,0,天気やら何やらで,sei
233.23439999997615,234.7787999999523,2,0,新しい順 価格,sei
299.6892999999523,300.5702999999523,2,0,新しい,sei
331.1641999999285,332.56060000002384,2,0,はんがね,sei
352.6526000000238,354.2997999999523,2,0,いい言葉だね,sei
399.81239999997615,405.79369999992844,2,0,でも 中ちゃんとしたレンガの使い方ではあるよね 家の中にあるし,sei
412.12,415.69079999995233,2,0,高さ方向に積み上げて行くので考える,sei
417.55260000002386,419.2531999999285,2,0,身長とか履かれそうだよ,sei
437.4657999999523,439.4866000000238,2,0,管理する,sei
