Start,End,Condition,Num,Text
3.82,4.096599999964237,0,3,バカとテスト
28.446,30.350099999964236,0,3,お金入れて 貯金 袋にして
39.36439999997616,41.04109999996424,0,3,家からお金にする
52.08680000001192,54.45030000001192,0,3,頭から靴下 かぶる
59.32559999996424,61.8295,0,3,手袋の代わりにする
76.71139999997615,78.69109999996424,0,3,使えない しっかりかな
86.37069999998808,89.93719999998807,0,3,掃除道具としても あるんですか
91.67980000001191,94.26849999999999,0,3,背景 汚い床を拭き ふき
108.41799999999999,109.36149999999999,0,3,あと何かね
120.26630000001191,122.22839999997615,0,3,サドルカバーになりそうじゃない
126.68359999996423,127.73030000001191,0,3,サイズ的にちょっと
139.28119999998808,141.71019999998808,0,3,FM 成田
149.52319999998807,151.96630000001193,0,3,輪切りにしてもゴムにして
184.47289999997616,186.99059999996422,0,3,綺麗にピカピカのやつ 作るやつ
193.96919999998806,195.65589999997616,0,3,バンコク
201.811,206.2688000000119,0,3,泥団子を保管する 持ち運ぶ時に傷がつかないように
228.899,232.02880000001193,0,3,あれもあれかな ペットボトルカバー 2までね
244.54919999998808,251.572,0,3,でも一緒に待って あったかいやつに靴下履かせて それを外して履けばあったかいから喋る
253.79789999997615,255.01189999997615,0,3,火曜日
323.22759999996424,323.8601999999881,0,3,9
353.4165,359.93569999998806,0,3,大分 靴下を 穴 拡大させて腕に通してあったかい みたいな
366.48530000001193,367.64969999998806,0,3,明るくていいよ
370.2421999999881,371.84389999997614,0,3,空いた穴を生かし
379.8035,381.4243000000119,0,3,スナイパー 裸
418.02380000001193,420.11409999996425,0,3,既存製品
428.0585,431.1598999999762,0,3,まあ 祖先的にはそういうこと
436.74,438.16249999999997,0,3,朝一から 萌ちゃんに話したら
447.6916999999881,449.54289999997616,0,3,F 2 マート バラマキ ができるって
453.2525,454.0778000000119,0,3,インド 首都
