"Start","End","Condition","Num","Text"
"15.906299999952317","17.459199999928476","0","3","はい"
"20.41360000002384","21.72310000002384","0","3","押しました"
"24.426299999952317","25.670699999928473","0","3","レンガ"
"35.98769999992847","36.95089999997616","0","3","重いからね"
"119.82560000002384","120.566","0","3","ダンベルの代わりになるね"
"150.271","152.1715","0","3","なんか後か便とか"
"157.452","158.70989999997616","0","3","赤レンガとは言わないけど"
"169.87360000002383","171.6565","0","3","大きいのだと使われてません"
"173.7172999999523","174.68289999997617","0","3","すっごいでっかいやつだと"
"185.3705","186.36519999992848","0","3","レンガ"
"201.95510000002383","202.837","0","3","初手でませんでした"
"215.51389999997616","217.03910000002384","0","3","レンガ"
"229.28479999995233","231.37619999992847","0","3","どんどん 壁 削れてくる"
"252.83019999992848","254.3442999999523","0","3","角田が"
"262.50579999995233","264.0602999999523","0","3","点滅してる"
"272.08960000002384","273.74239999997616","0","3","破壊するが"
"289.44419999992846","290.6885","0","3","ピザ窯と客 みたいな"
"311.2042999999523","312.24289999997615","0","3","理論上はね"
"327.6217999999523","328.96479999995233","0","3","あれでやったぜ"
"334.8355","336.06919999992846","0","3","形がもう"
"337.7216999999285","339.69989999997614","0","3","人間に向いてるから"
"346.0567999999523","347.92469999992846","0","3","スリルあって"
"349.4522999999523","353.9392999999523","0","3","命のやり取りの石 レンガ使って私はあったほうが"
"358.03179999995234","358.85489999997617","0","3","カイジでやってそう"
"447.05439999997617","448.42839999997614","0","3","可愛い"
"451.216","452.4026000000238","0","3","テスト"
