"Start","End","Condition","Num","Text"
"3.617199999809265","5.344899999856949","0","2","はい"
"7.037799999952316","8.482099999904632","0","2","そうですね"
"28.594099999904632","30.803199999809266","0","2","重さを生かしてね"
"47.94639999985695","49.27869999980926","0","2","そうだね"
"57.904","58.80259999990463","0","2","まあ"
"67.77739999985695","71.57639999985695","0","2","まあ 使用用途としてはパソ ダイエット かなんか"
"73.11789999985695","81.68729999995232","0","2","呈するゲーのものに使われるんで逆に何かこう アクティブなものとかに使うと 今までにない新しい使い方になるんじゃないかな って"
"91.82519999980927","92.51229999995232","0","2","投げるとか"
"95.339","97.04529999995232","0","2","レンガ 投げ選手権 みたいな"
"103.876","104.37989999985695","0","2","トレーディング"
"105.89889999985695","107.63479999995232","0","2","確かに良さそう"
"116.51479999995232","118.77379999995232","0","2","安く買えそうだね"
"153.12869999980927","157.44139999985694","0","2","まあいいんじゃない それなんか 逆になんで花瓶"
"196.55609999990463","198.1575","0","2","初手で出てましたね"
"266.1315","267.7515","0","2","川の"
"273.8725","277.2947999999523","0","2","あとは レンガを使ったなか 冷蔵庫みたいな"
"281.0535","283.01919999980925","0","2","仲佐"
"284.9397999999523","295.0045","0","2","ピザの石窯焼きとかも 誰なんだ レンガからそうなその逆 としてなくする 冷蔵庫できなので 来んじゃないかな って"
"300.20159999990466","302.5685","0","2","クーラーバッグ"
"304.3755","305.9985","0","2","めっちゃ重そうだけどね"
"307.5792999999523","309.1075","0","2","落としても大丈夫って言う"
"331.81079999995234","333.05379999995233","0","2","あれが凄そうだね"
"348.8095","351.25529999995234","0","2","スリルがあってね 面白いからね"
"370.89229999995234","386.36919999980927","0","2","まあ 後は中今は中どうしても 具体例が全部あの直方体のあの長い棒みたいなイメージしてるけどそれが加工できると仮定したら 歌えば レンガの駒を作るとか"
"387.9662999999523","390.16609999990465","0","2","何か新しくできんのかなって"
"394.70189999985695","400.45639999985696","0","2","あるかもしれないね 船が固い からぶつかってもなんか大丈夫みたいな"
"417.4415","422.7905","0","2","あーそうそうそう 材質 材質 自体が なんか メリットがあって"
"424.10489999985697","430.4272999999523","0","2","いい感じに形を加工すれば既存のやつよりは優れたいいもんなんじゃないかな みたいな"
