"Start","End","Condition","Num","Text"
"2.913","4.019299999952317","1","2","はい"
"7.124799999952316","8.555399999976158","1","2","しました"
"14.815600000023842","16.103199999928474","1","2","靴下"
"18.461799999952316","23.340199999928476","1","2","アルティス あのペットボトル収納ケース"
"29.471199999928473","33.014100000023845","1","2","あれだよ あの総帥と水滴があの周りにつかないように"
"36.03989999997616","37.13429999995232","1","2","包む"
"72.25879999995232","73.21619999992848","1","2","確かに"
"142.70060000002385","145.44019999992847","1","2","ひもひもひも系"
"194.43069999992846","196.2782999999523","1","2","全然手袋になると思うんですけど"
"208.087","220.52939999997616","1","2","後は あれ あの机とか椅子とかの足に履かせて床が傷つくのを防ぐ もうあるけど 多分 商品"
"240.136","246.38619999992846","1","2","あとあの靴下 ちょっとほわほわのちょっと 素材を工夫してもう掃除ようにして"
"253.172","257.35660000002383","1","2","音ありますよね 百均 とかに売ってそう"
"265.6252999999523","266.75889999997617","1","2","布だから"
"273.08610000002386","274.089","1","2","そっか"
"275.86","276.90910000002384","1","2","確かに確かに"
"278.46360000002386","280.116","1","2","ゴムとかね"
"291.311","292.2841999999285","1","2","ギブス"
"307.40139999997615","307.64479999995234","1","2","確かに 筋トレ方法"
"314.3715","321.3156999999285","1","2","でもやっと まだ吐く 概念は吐く 概念 すら消し去ったら"
"335.46860000002386","338.8515","1","2","楽しさ どう 結ぶかで飛距離とか"
"392.7085","400.2653999999762","1","2","そうだね だからもう 洗濯せずに履き続けてそれの 催涙スプレーみたいです 人を苦しませる用途に使うってこと"
"414.60360000002385","415.71810000002387","1","2","とは"
"418.13369999992847","421.5705","1","2","植物と花 高成長する系のものを"
"423.1235","424.78429999995234","1","2","入れといたらあの形みたいに 靴したら"
"426.2751000000238","427.42339999997614","1","2","ヘチマとか"
"429.00210000002386","433.2486000000238","1","2","あるやんか ゴーヤ ゴーヤ じゃない ヘチマとかなんか"
"434.99210000002387","437.179","1","2","そういう方としての使用"
"440.98879999995233","442.4116999999285","1","2","すすすすすす"
